ID,WinRate_Sorted_Champions,PickRate_Sorted_Champions
0kb_bwJDSjqf7lwjkpkTnnqkGCkN9SBgnjnHy2h7ciwcKg4,"['Leona', 'Braum', 'Lulu', 'Karma', 'Galio', 'Rakan']","['Rakan', 'Braum', 'Lulu', 'Galio']"
0o4h9IYjftDGPThF2aM4BS5l0l4ERQjKC67zB_Jr5J02vpXkS5eSAA5fSg,['Soraka'],"['Soraka', 'Zyra']"
0o7h99z5wpQSli3CPx5IiEjphqsGXU3TVYEUfOyX84YgF5I,"['Skarner', 'Nidalee', 'Viego']","['Nidalee', 'Skarner']"
0pIshctpvaKyKvFkuQdN9jgF1pKZU7d89uvvldutVr_-JY3X1cGhYUZEFA,"['Yone', 'Camille', 'Renekton', 'Fizz']","['Fizz', 'Renekton', 'Yone']"
0pbV32x4YWQcCXw6vurMDFa0oCC3xoseB5EF9D_HcRQORN4,"['Brand', 'Aatrox', 'Talon', 'Viego']","['Aatrox', 'Graves', 'Talon']"
0pcqBm54eKD2hampSBz6Y4G0IBbHeyCQdaRMS9eDoa9qCfEO,['Shyvana'],"['Viego', 'Graves']"
0qUM-JrbLjVD0NBwlzszzujoXtj-SSFZjySy8L8Soqd8cAPhmsJZtEdluw,['Ezreal'],"['Ashe', 'Ezreal']"
0sLIdOHv0sP_yCc9YCqMncnPflQ261oot71nitLSuyGShJI,"['Elise', 'Gragas', 'Vi']","['Nidalee', 'Elise', 'Gragas', 'Vi']"
0tSygHeBjKEj8e7d08hLvEQXJ_bL5GqXn3m-1Jtr1JsJ3u2Cnx8t7Nnrcg,"['Alistar', 'Nidalee', 'Leona']","['Nidalee', 'Graves', 'Alistar']"
0wXMJM5PGfhaanZ2spUPBAiA-rbH9jh9mR-X4Z0h2UxbbP8,"['Cassiopeia', 'Zed', 'Syndra', 'Hwei', 'Akali']","['Syndra', 'Zed', 'Yone', 'Hwei']"
0wjKnDTepitQmcxauvr5IivSaF3Y7IiiEXP21ffhNdZZXF8,"['Vayne', 'Zeri', 'Ezreal', 'Jhin']","['Jhin', 'Ashe']"
0wzIgkgs_6ZMATV_MsH8SfprG3XGL8M-NLKX0I_PP-qa6_o,['Warwick'],['Warwick']
0xaB8uvexJEreeS8wyYl5FkUUFihqb4ZRFMzO5MO9nZhuKKnngdb5hmPSA,"['Nasus', 'Rumble', 'Yone']","['Rumble', 'Nasus', 'Yone', 'Jayce']"
0xjeO2tuQ5FDm_J2qETFGx1t75RDB3XaeF0KlmdmP2GmAdj_5KdPfz7rdA,"['Xayah', 'Rell', 'Jinx', 'Varus']","['Jinx', 'Jhin']"
0xpA-pLy8nvjWOAlroytz7keHjtsGJH5X2IJI7IfOn5M5Q,['Senna'],['Senna']
0xreCOBU1IVVC9Zt6koW-vPMAUe46qYiJFHGm-NuR2BrCKc,['Zac'],"['Zac', 'Warwick']"
0xvZIiH82tV8Wca9Zk4w6D-BBqRPklTpV48ZwRuDwNnd0Ks,"['Thresh', 'Senna', 'Braum', 'Rell', 'Rakan', 'Leona']","['Braum', 'Leona', 'Nautilus', 'Rell', 'Rakan', 'Thresh']"
0yH9KEAnDMjYLyIuTCjIrFlB5Eo_BHbUFh-LLcYAuLD9kpeNyn6_1h1t3g,"['Ashe', 'Rakan', 'Jhin']","['Rakan', 'Ashe', 'Jhin']"
0zIfOdczmC3hEG0boyg3wmdj6-b6JWlDeIXuluIKtMhptcXGcksoCYmdSw,"['Kindred', 'Graves', 'Viego', 'Taliyah', 'Nidalee']","['Graves', 'Taliyah', 'Kindred', 'Nidalee', 'Lillia']"
0zQI9secPFPvC0GYpma6FM7f3XpLGrYT3IGlKs8epGxuk0ZY256DjrPlZA,"['Ezreal', 'Jhin']","['Ezreal', 'Jhin', 'Ashe', 'Zeri']"
1-cbmeBIPQYEkLvpaA2WaJNW8EPT5gbeli1c-E5I_rxT_SGsHhwVj-Mi1g,"['Twitch', 'Orianna', 'Ashe', 'Jhin']","['Jhin', 'Ashe']"
10A-8EUHNv6-XhnzcRoN7e8wL-yOweTaFoLvW46hI9Trm2k,"['Ziggs', 'Jinx', 'Jhin', 'Corki']","['Jhin', 'Ashe', 'Jinx']"
10lWrBOs_JjDvcImoU08RYwbARRjmTG6KO6C4qvWBXdRG0JAQ4HBJ92OqA,['Nocturne'],['Nocturne']
11sS2bMVyg8v7UiI2WXnE61zmsjHEgMwrMOQzo1-Itv2m30,"['Thresh', 'Jinx']","['Varus', 'Thresh', 'Ashe', 'Jinx']"
12xHnzYofnr4ADSHFXBz9ncI8oZNv0AUNowZlfM_OxYeS0C0,"['Aphelios', 'Jayce', 'Rumble']","['Aphelios', 'Rumble']"
13lUBFRLu9pd3OTeMnQQCdSLTkJ-XdAZi8jzYdv305YDJ8RofUSDE4RTLA,"['Hwei', 'Sylas', 'Akali', 'Orianna']","['Hwei', 'Sylas', 'Orianna']"
13prB1YY_LbXmjOuLI0UTC4OaCDbiGW6BO_3ivrNGfo4Js2eskgB_neChA,"['Alistar', 'Camille', 'Rakan', 'Pyke', 'Karma', 'Leona']","['Pyke', 'Alistar', 'Leona', 'Rell']"
13wacHtk8NwZmjCD2ixNlT2oP7NcZ_3YouJYsfRe5DI96baV3R5vcBuSfw,"['Zed', 'Yone', 'Ashe']",['Yone']
14fZCyCQNMMnJ9eOWS2SnypBnkiol1OBowN3w8vMTaxxtw,"['Yone', 'Akali', 'Viego']","['Viego', 'Yone', 'Galio']"
15oIJXMuvukO2XilXT0HeHFUuuYqaG4XpnBARLlrNs43_2Q,"['Yone', 'Hwei', 'Jhin']",['Hwei']
16P9154Sq5oDPULhVl1cOy93-ypxz3BZzaSWVV27UDwO_Jg,['Jhin'],['Graves']
17NA975TkZfnjHMK_NO3r0fhWVahdtX2M2GLZD_VlUR-wSU,"['Poppy', 'Camille', 'Nautilus', 'Alistar']","['Nautilus', 'Leona']"
182IJSx91I8AEWRDpjOCMiz61wTDBcjYQilO8N3wV8uRfZ4gC9CJXlNyyQ,"['Zeri', 'Lillia', 'Nidalee', 'Graves', 'Vi']","['Nidalee', 'Graves', 'Viego', 'Lillia', 'Vi']"
18GtsJqtS5GbkOJaZ3IDpt-n9lZEf34xaUWvZSX8F7c5rPPoqSOQ6cpN7A,"['Nautilus', 'Leona', 'Pyke', 'Rell']","['Rell', 'Pyke']"
18YbNfeBnOiKQr-yXGeCs8FWUymSG5bOnA3SPnkY-ftSHD0,"['Seraphine', 'Alistar', 'Taric']","['Leona', 'Nautilus', 'Seraphine', 'Alistar']"
18k3yQV0wGh2V_93J2SZ6lowp3EIphEu4iQ32ujWVVxsrqA,"['Cassiopeia', 'Yone', 'Diana']",['Diana']
18nohu-CoriDtiMzB_JmDnxVlCPLPv1ZUfSosOtLFkzeubA,['Jhin'],"['Jhin', 'Varus']"
19BETMOPoCZJANgaoD4YIz1Z3DIPr5fYckJr2iaEwKLcNg,"['Anivia', 'Lissandra']",['Anivia']
19kB-FdSBhnnVRsesGDlBsyqFSRxnxGjRT3Zkph_K8_hxuk,"['Aatrox', 'Rumble', 'Kennen', 'Aurora']","['Rumble', 'Kennen', 'Aatrox']"
1AKNcCSmcWvQww1PbDdOoQ1OqkLKDXwLFzCerZaezEhZrV4,['Bard'],['Bard']
1ArUqzsl8VPivleLuMWPOwZUptnPhW40ODkIkACVHKUJRXAileCyyu-CpQ,"['Brand', 'Ahri', 'Graves', 'Karthus']","['Graves', 'Karthus', 'Nidalee']"
1Asfv3Sy91J0Ey9eBEfet0ab2pSSBipBKxj-l9bzQMN9TR8,"['Jinx', 'Aphelios', 'Caitlyn', 'Varus', 'Jhin', 'Kalista', 'Ashe']","['Kalista', 'Jhin', 'Ashe', 'Varus']"
1CUfFoASnqLXqFUUZCOXdEaV9wm7lPtz7lBGqIT7oIZF6cU,"['Varus', 'Ashe', 'Ezreal', 'Jhin']","['Ezreal', 'Ashe', 'Jhin']"
1D7WUpW8X1dN4yzcY3nui_GH1TFgj3t1Rp7n2Ar8Eh72PxR0g7amGCpUaA,"['Varus', 'Zeri', 'Ashe', 'Jhin', 'Kalista']","['Jhin', 'Zeri', 'Ashe']"
1Dv9KH568ViqtyZnBkjSNZo18smOB90dsMtvFaixHiSkCuCtW5jWD5fITw,"['Milio', 'Ornn', 'Rell', 'Yuumi', 'Alistar', 'Nautilus']","['Rell', 'Yuumi', 'Ornn']"
1EDJeO1XmwR50svj7LvdoOtodIU4JL3UVtN7r5cFbc7RD9Y,"['Aurora', 'Lillia', 'Viego']","['Lillia', 'Viego']"
1EpZWwRQcUDXk0HiYMcWgSuKRXONzYJtTTnj3HCxuU8qa_hBkV5eNWQ5_g,"['Corki', 'Vex', 'Sylas', 'Viego']","['Sylas', 'Yone', 'Vex', 'Smolder']"
1Exr4uDzx-W_p89Sl5cogjvYoppn3C99vtsxzbxp97k38ng,"['Vladimir', 'Sion', 'Riven', 'Aatrox']","['Riven', 'Yone']"
1Fhy5610e_xkl317TBKFOgEqzmYebBCc22WRhriMM1TOn00,"['Zilean', 'Varus']","['Varus', 'Zilean']"
1G4LI28fsM_JQ4lmfc1T85615JPfT6TD1PcURDabttocjwE,"['Gragas', 'Viego', 'Yasuo']","['Viego', 'Gragas']"
1G_NxRcNnH1FiVTMWpksGXVEzZrjx3LW3ytDTLdfVZdvh1-K,"['Elise', 'Gragas']",['Gragas']
1GgdWayN-LDKwQnjX0vtel75RC4Xhs4fGy-MiiSZm3K7R8o,"['Illaoi', 'Aatrox', 'Garen']","['Garen', 'Illaoi', 'Karma']"
1HBvxtW4b3EHKb8XTqJw9VX72RiqwPmFZSWJPFqMQHRnAoj31MS1X2o3ZQ,['Hecarim'],['Hecarim']
1He2n1tWkinN3xQTgPnWwsKILjhlN1lGSUTqXH3KAaq_2vY-,"['Braum', 'Poppy']",['Poppy']
1I1HIs1TRYd4g2pa6KyydBzpxfGBBUF5A119uIg-l8d5bEs,"['Bard', 'Ivern']","['Udyr', 'Bard', 'Ivern']"
1IDAFGK3tSwnGQM7V84j4iv8IWdxBz0u96MkreHanPuxlZE,"['Alistar', 'Leona', 'Ashe', 'Jhin']","['Leona', 'Alistar', 'Braum']"
1IKO2qv_h9tFd90NES-PL_7an1HRXm3i-SNog777exDrGV4,"['Darius', 'Naafiri', 'Sett']","['Sett', 'Naafiri', 'Darius']"
1IYirbBUCEL_B6v8a4CE_37G8SGaEXHaZrPp-dpBPRRrYyU,"['Ashe', 'Jinx', 'Jhin']","['Jhin', 'Ashe']"
1K4IwShQGWbDAYDeiv8Qzj8cJr5xVXslI6TbR24s3Vp20Un_jXBPVRNiwQ,"['Jax', 'Camille']","['Camille', 'Jax']"
1KJgwQ4U8cqnIq_CnGR0ezGPRYccPx_k_9P391KjP1z7Wg8,"['Varus', 'Ezreal']","['Ezreal', 'Varus']"
1KVHrsiW7UD-Cx5PyI2sC9TL_m-3ktXiVh8_DKkWfTVrndMoRmDRFckEfw,['Yone'],"['Yone', 'Riven']"
1KjxUpNAzrM8gLwXHSYAVOfdPrjzVDWqk8IryOZ1qp4OVNA,['Jinx'],['Varus']
1LCNGOjiwIdxEVLrAMK5nt69EUiCl9wU96ZqRnO5ZHX2GLgx,"['Galio', 'Nocturne']",['Nocturne']
1MJbONu2pdiSi0s72Uf4QklMSbjk7Y497BW_UlTFA_zA6KI,['Viego'],"['Yone', 'Viego']"
1MponXmuU1pvuebEvGlSDRywoQgTdos410aoREa2Tnc63w,"['Shen', 'Ekko']","['Ekko', 'Shen']"
1Nvxx2qrAXbfhoLfIyrdR-9VcHz1jVFWrK9TmJlX9ZVuzI9tGyAZAgk32g,"['Aatrox', 'Renekton', 'Gnar', 'Camille']","['Jax', 'Aatrox', 'Renekton', 'Gnar', 'Jayce']"
1O-iB1iQCGuofSV2_RZ07_NxL0pvaTXRNs9NVH546D9fxg,"['Talon', 'Nidalee', 'Viego', 'Graves']","['Viego', 'Talon']"
1P7NE6AAgLzvlGNJiXyuKP7BRWp8jJ9TKoh-naaYLA54pZk,"['Shen', 'Viego']","['Shen', 'Viego']"
1QQa6z5enMDkJPnRc3F301-vPag1Bj5--wqrcJmBfTrl4Q,"['Morgana', 'Poppy']","['Morgana', 'Poppy']"
1QuIUSDBFSS9vSoz-aEZ3FBbSEZrPz5MJ4jKkAE34LzOptU,"['Neeko', 'Akali']","['Akali', 'Neeko']"
1RMehP8hCNEjJUtuW6mshmJ4MpH0I2sB6YjNm2bpE0LE6HA,"['Hwei', 'Jayce']","['Jayce', 'Jax']"
1Rmi6StTm1FxeH607f2fZ_bxUAANwQkItQpLwtoxKdqtIKDZY5bw68LVEw,"['Karthus', 'Braum']","['Camille', 'Karthus', 'Braum']"
1SqhzotBSIM8BbZ2OGxHInyjdoSXXRVliWJupU7X4PkHDBg,"['Aatrox', 'Gwen', 'Kennen']","['Jayce', 'Gwen']"
1TMQXtgZdxdl5qeX39P0qHaS-malunvR3-V5hLXsfhDFMju-BOrZlIQ9zA,['Talon'],"['Talon', 'Galio']"
1UbBoAG4X11E0xXXJU9LXH_iAuGGwtb1FBVat7miDTzx0CY,"['Jinx', 'Kalista', 'Jhin']",['Kalista']
1WhmABlCKDnoc4yuS8KteD9cj8b9La8YbiUOqNz5pcavVOE,"['Vex', 'Hwei', 'Aurora', 'Zoe']","['Aurora', 'Hwei', 'Zoe', 'Vex']"
1WzfcHrbaV03eUUW-GYhdz3eZrpj3r_vXawykxXuwRZmX_YE_v6L5KE3lA,"['Aurora', 'Renekton', 'Yone']",['Aurora']
1X8bjlCSjVDv7kd5jwQBiFfmUw6lOrJtQHzaiNZZVDvut1V0,"['Vladimir', 'Rammus', 'Rengar']","['Yorick', 'Vladimir', 'Rengar']"
1Xi-Z16eyX5lfO1JO-NPfgs0_pYFZUw-io5urZTCpulhmlKY,"['Ezreal', 'Thresh', 'Ashe']",['Thresh']
1Xkj3JubOPCaLfHTSmxnygPnvbhAMUlGLFGkQD6IhbfgybI,['Skarner'],['Skarner']
1XxDY98WHHTesZrAPpE7Di_-2Cs7UNbnusGULr9HFWKHm2I,"['Nasus', 'Udyr', 'Aatrox']",['Varus']
1Z6OnsPP-PqqgjMJRgwJCYLMqsXDrOWYybdTia4gtkJB7eM,['Taliyah'],"['Taliyah', 'Elise', 'Nidalee']"
1a8xVL1wi2x4Nw4blU5Ov9L0HZkoYJqx-Esf9bJt6wUUZ2I,"['Jhin', 'Kalista']","['Jhin', 'Lucian', 'Kalista', 'Jinx', 'Sivir']"
1adNDF8b0y6XNKHfGv6uVmVzKfSEcAdZmeVU83GHJqt868Myb48Zlggdpg,['Talon'],['Talon']
1b69gM_jGdRlRBr42UinA7Gua10qRcnN55-_GZmjBWntDQ,"['Lucian', 'Jhin', 'Ezreal']","['Jhin', 'Ezreal']"
1d8ov2NV5s4PGKyDviPXWqwlWWTYj_mkjPrI3Oj5zBjVTn0,['Olaf'],['Olaf']
1dJp6CL08Qxav_hy6PfQal6dvPo1QxetD3cZF6UmyaNCyGbbpeViMTuX6w,"['Jhin', 'Kalista']","['Kalista', 'Zeri']"
1dk1lJ-k6nA29e7eGvToEhjmeyFsWMgNpmJtTjYLs2tpGwCQ,['Gangplank'],['Gangplank']
1e0R5h3Pgn_6RHtVu74K4LY7Zwo6lala23Pe4jJtBOo6QsY,['Hecarim'],['Hecarim']
1g5--TDR0S5r1BWfwMzY0lnu3KpcIGfpvT4IcDwArgePOiU,['Blitzcrank'],"['Blitzcrank', 'Alistar']"
1hJSOhdikcdssv-3oYYmC7l3Craiy66JJchZR81h5zLPkJCe,"['Volibear', 'Aatrox']","['Aatrox', 'Jayce', 'Volibear']"
1hSPw-UIexWv-s4HJfDe5z4EYQ-7qUgcGkEYQTtl7hgVTQeIw1vHoN3Mbw,"['Evelynn', 'Karthus', 'Viego']","['Viego', 'Karthus', 'Elise', 'Evelynn']"
1lWFtUAO5C2rjS7krEE5GNoPfyZfojpRXtRuO-zoxNUMtY8,"['Nautilus', 'Poppy', 'Pyke', 'Rakan', 'Rell', 'Thresh']","['Poppy', 'Pyke', 'Thresh']"
1mtsCXtQLVqBIGBvzF8Hh9ix7Qq6j4NUatdHb8YVwHu_nNhC,"['Sylas', 'Gragas']","['Gragas', 'Shaco']"
1n3F0avvUnpd3ePb5UHOcoUwJmRzvV274ayndNNmL-vPWdI,['Nidalee'],"['Viego', 'Graves', 'Nidalee']"
1n9KrNqd4C9AGY-wVBLJwnEhrY6x6J7e-zklX1OKaWEop-4,"['Sylas', 'Orianna']","['Orianna', 'Sylas']"
1o7PnAFQn6d87jnvPTA7GSON-MdCWAbPIKk3NSk3g91DXmQ,"['Ashe', 'Ezreal', 'Lucian']","['Ashe', 'Ezreal', 'Jhin']"
1pVcNqFBf6XTRYXWPn9HVIs73Y2frotEgBNo5I22gSN-Lfs0,"['Galio', 'Hwei', 'Orianna']","['Orianna', 'Corki', 'Jayce']"
1pc9NVry55K3qCv6sCuWpojxNHsBI-69EfavPLOCjqOjwrE,['Urgot'],['Urgot']
1q6LnxQqxW8jvWOEZhETi8IsaFhhR4cs5hDlcMJ0YFd7tZU,"['Leona', 'Maokai', 'Ashe']","['Maokai', 'Ashe']"
1qZCryv4ouRgK2-61q6EstnRhZKa-J2tKOxfRaYTUUhXisA,"['Braum', 'Karma']","['Nautilus', 'Braum', 'Karma', 'Leona']"
1s8KZFDOE3Dy4e36DD74eq9SOSnB_3GIuWxNlCQokxs_82Z2Ct51ht7k9g,['Yone'],"['Qiyana', 'Akali']"
1sm3DoZL3bDQUm8cgCTHXMkGzuHoI9dM2V5L5nTJB8GcuXkfJ-JG3kaedw,"['Lillia', 'Sejuani']","['Viego', 'Lillia', 'Skarner']"
1tM5clOjFAXkEwgCdz0vLporzVb0tiu7Z5KFEciYQzPldlP4,"['Sylas', 'Nidalee', 'Viego', 'Jayce']","['Viego', 'Nidalee']"
1tmb1O4p7TdiFYCMinp93s950QiL5XzcHl-FRvVtuo_ZYhg-,['Jhin'],['Jinx']
1uoGKRQNt8zC22NzXe7qwCAyJi9_jjY_ncvQB8r1lXkDR1WZtB2itczNzw,"['Elise', 'Karthus', 'Zoe', 'Gragas']","['Zoe', 'Elise', 'Gragas']"
1uzJbMVLzICQiT4gIkacf-5-IclneunfUdSrLJLROdXpFK1lx64SC8S3DA,"['Akali', 'Nocturne', 'Lucian']",['Yone']
1wCNaCLJHMs3o8vEYQA6cf3tZ9t0OvR4zNN4G2QYMAzYU_Q,['Sett'],"['Varus', 'Aphelios', 'Jhin']"
1z4z4PkRWDDiOOQDdImCMlvrDX1aM39UG1dfxlhvt2u4BOQ,"['Smolder', 'Jhin', 'Varus', 'Jinx']","['Jhin', 'Ezreal', 'Varus']"
1zVAWdj5K7DcezBW-3W5TnbtgmbVrshSXXjZLEwNzKuswqs,"['Evelynn', 'Yasuo', 'Zed', 'Ashe', 'Jinx', 'Thresh', 'Sona']",['Sona']
200LWray7pjDm-Lrh24-dQoxhdZNbCgGVQWyKOh8zNg0NYo,"['Ezreal', 'Jhin', 'Jinx']",['Jhin']
21tACCyJ82UbGkWK3lKUxo3_UY3ttLRVx6b-jyBTSz2em31MqUPGN58tAQ,"['Thresh', 'Nautilus', 'Poppy', 'Rell']","['Poppy', 'Seraphine', 'Rell']"
22B_Fou6V5WVLLwGOsO-YGIE6phtv-hjYSKJ15ZYsGZsq30,"['Xayah', 'Jhin', 'Yone', 'Blitzcrank', 'Caitlyn', 'Rell', 'Aphelios']","['Jhin', 'Aphelios']"
22NZOdNUjT1V67Igg9sA3sU_LkLD5Uea6ZPqYjysY9ja3fs,"['Trundle', 'Sion', 'Aatrox']",['Sion']
24f-Ecr1wAgE6ZzhFbSDiZBpg1fy5SNdWvxiqeVf8VULqOo,"['Taliyah', 'Jhin', 'Sylas']","['Sylas', 'Taliyah']"
25JUNS2MtVlU0-KCQT9FtnXmu1wGBPHrIJD1BUerp-kf9YAu,"['Seraphine', 'Lulu']","['Lulu', 'Seraphine', 'Nami']"
25yLyYNK4y2ZYmGrkfK0EMYLgOUFziGlP-07EVaKhSqHzxY,"['Sion', 'Jinx']","['Jinx', 'Jhin', 'Ashe']"
25zj5pEGJCVmDEzRIWWcSimNhoZUp5P6RZI1SmRlTqoaT3P8_ZHf71BQwg,"['Caitlyn', 'Aphelios', 'Lucian', 'Ezreal', 'Samira', 'Jhin']",['Jhin']
2645-PZcgAuMifVWVLlPs7gnt-FX5tmHPoY-Q526kdbbl8busmJqK9qRrw,"['Lulu', 'Leona', 'Rakan', 'Nautilus', 'Rell']","['Rell', 'Leona', 'Rakan', 'Alistar', 'Nautilus']"
265dhirYH_Y66vJU1lUc6zoaWkoiXh65thqHApfgwqroP0I-Dj70cqkBcQ,"['Viego', 'Lissandra']","['Lissandra', 'Hwei']"
26vUR5qz32UpUoqt5J9KapbWVAR_LgTJP5c36Za2j9-Q_g32,"['Sylas', 'Rengar']","['Riven', 'Rengar']"
275m8zbX9G3JMDd14yDLXCHBcTh8pvgEjzVgQroUiW445ms4,"['Azir', 'Hwei']","['Orianna', 'Azir', 'Hwei']"
27gXnBdaUU83JcVY9YKCxzGRUcjCrfcAD3y_71E04eaa0tk,"['Nasus', 'Ryze']",['Vladimir']
28FPaFJR2HH5lYAM0c0XWJUiY1cDevquJpFWNIAHKII0K7c2yW_Jz7oPfg,"['Jayce', 'Zoe', 'Aurora', 'Hwei', 'Orianna']","['Hwei', 'Zoe', 'Orianna']"
28JhmDQRKgbLpWbESbfZ6-ItFPhH_o_XqU6NMdT8WeiDl9qHwdtJ4eWylw,"['Pyke', 'Poppy', 'Rell']","['Poppy', 'Senna', 'Pyke', 'Rell']"
28iH8mO-Pku_s_XhKITgCxt33yRL_xHfWNojtA6SKoRCUEU,['Cassiopeia'],['Cassiopeia']
28olwQ3qeQvGLkb8cbpV0iFdBELTkpjQdKscqqrqev7NTg,"['Anivia', 'Yone']","['Anivia', 'Yone', 'Orianna', 'Vex']"
29jEw2SZCbw-T4BX7pWc4Y-qdv-0mzPwHeKIhRyb5sUdkSU5_qIKzj8p_A,"['Zyra', 'Skarner']","['Skarner', 'Viego', 'Zyra']"
2B2s7IxRtTbUnue3ZzyfUxFC-ferTlBJ7Uo2TEYbSu3OBitfUrNl0qQz3w,"['Gwen', 'Jax', 'Gnar', 'Jayce']",['Jayce']
2BT4q6O_Uvlom-9L5HtxaZxj9OKhQ4mAGJe5Xn1vQ48Acd--CF_TNCnX_w,"['Ezreal', 'Tristana', 'Ashe']","['Jhin', 'Jinx', 'Ashe']"
2CKueyEv08pA-N8_8KqhV9g80jGiTEc9DI53JQx1HJ9I4Q,"['Aatrox', 'Orianna', 'Ahri', 'Galio', 'Hwei', 'Sylas']","['Sylas', 'Taliyah', 'Yone']"
2CbAuoQ3k_UUYPdWNhZU8hP--6QXH_Kk09eLLbObRE0vTrs,"['Briar', 'Hwei', 'Orianna', 'Tristana', 'Yasuo', 'Yone']","['Briar', 'Yone', 'Tristana']"
2EicdAx3jSSy7lH0j2-jVf7RyDSi1Py040Xko8-urOzkBF_Z74HKil1URw,['Akshan'],['Akshan']
2Elwb17ScFiFGlUlzNiL-4T6K8co7KqBVxa7ZHSgTyw3VkltOtuk0kljyg,"['Talon', 'Pantheon', 'Ahri', 'Akali']","['Akali', 'Pantheon']"
2GfXF8_Eh9q0YLl0wA7hVBms0ohdK7sP5bttrWwgYgDlx9IUQDjCEESC-w,"['Hwei', 'Zoe', 'Vex']","['Vex', 'Hwei', 'Pantheon']"
2GqKLndUwJiIFV3zgfLJKt5Wt_14pVCpD_LW8KDQH3ON3g0,"['Zeri', 'Varus', 'Jinx']","['Jinx', 'Varus', 'Zeri']"
2I4nzn82T0K9Bs-NBQub7iZkNadkjifhLbebpkUBdtVV8adM6m6dlDxAhQ,"['Karthus', 'Orianna', 'Nidalee']","['Graves', 'Nidalee']"
2ILFSohauPVqtnTAezWfP1Oezmbq4kVfYOx3WsOYsJ6MGTHOvj35n9r0jQ,['Singed'],['Singed']
2IwCD5gvR3Sl3MWJtDP3jg7CNn6aOCRVxuDVMihnN1NCHGWDVNs3WnsldQ,"['Taliyah', 'Lillia', 'Graves', 'Nidalee', 'Karthus']","['Taliyah', 'Graves', 'Karthus']"
2JcGaHWFwn9QfO4lg0PMWVXEL_L2XdJFDFyHlXyMyO6cFVbK,"['Varus', 'Jhin']","['Jhin', 'Rell']"
2JuHPAtbn2MGPEfWIqiXFpI2fP3jVP08-naH2IcXzyFSngffVyU9u-4NHA,"['Galio', 'Syndra', 'Hwei', 'Sylas', 'Aurora']","['Yone', 'Syndra', 'Hwei', 'Sylas', 'Aurora']"
2Krf8i9PC7xeF5YzX95985fvyPlNuzQQMQn6pe8jHn9f6Q,"['Varus', 'Ashe', 'Leona', 'Gnar', 'Ezreal', 'Caitlyn']",['Jhin']
2LnLJk7JG7qk4Ylk5h2Jy1sW4oesO-O_wYUo7Ub77tQo4B_g1BxYKn_RiQ,"['Ezreal', 'Aatrox']","['Darius', 'Aatrox', 'Aphelios']"
2LrqQkQnS4C7t00VV8N10sdGiYPp-Qe_yhdKtG1GRfI_XZQ,"['Viego', 'Elise']","['Elise', 'Viego']"
2Ly0rbI61jK8ho0oey7fHjjx22CeaCpgd_J6RslLcEUpVNNuLCJU9nQMOQ,['Irelia'],['Nidalee']
2MD5xM7tihnLo2cObv4zsvSzXhMzOs46np9DTv7c5Wg6p75uUWpGf_MHUg,"['Viego', 'Lillia', 'Jinx']","['Lillia', 'Jinx']"
2NBspZ-kR_E5yhh9KmG6bHwaKZlMUImm1kh0fqdfbrghT7c,"['Lucian', 'Ezreal', 'Sylas', 'Corki']","['Tristana', 'Corki', 'Smolder']"
2NM7Uu7PimrdlDyrmkm8HSMH8tOvPcGiQbbuwI62vSvP_24,"['Jax', 'Jayce']","['Jax', 'Jayce']"
2OTYXD1XVMIx8vc68iXuJFwJkrs6JmZ70RWT_UU91U5e_0vMTT-EHFf-gA,"['Vex', 'Karthus', 'Pantheon']","['Vex', 'Pantheon', 'Karma', 'Karthus']"
2OfyohRNeO5w4nGEaMTT07thRhBXh6Bs9Qt3CAEUpaHAFLdzNKTS8kUNeQ,"['Tristana', 'Smolder', 'Jhin', 'Ezreal', 'Nidalee']","['Tristana', 'Ezreal', 'Aphelios', 'Jhin']"
2Pu2gTDqtqG7KD6LxPdQq2TXovMmrPPba2O5wFA1-vaGuPo,"['Lucian', 'Orianna', 'Smolder', 'Sylas', 'Syndra', 'Yone']","['Orianna', 'Smolder', 'Syndra', 'Lucian']"
2QQPKR0awhewMlpr58q9ir6DVeW_RBpGaksbfsi6yGjCe8r0hNjBWkXedA,"['Aatrox', 'Akali', 'Gnar', 'Kennen', 'Renekton']","['Renekton', 'Aatrox']"
2QaDQUP3Va4QGLhwePF1nHyRAjVW9psJFtp5lfiylsFuTsmbmu8ViCb45A,['Shyvana'],"['Zed', 'Shyvana', 'Sylas']"
2RGr1Bg3khboyaIIPl7gnpG7b-51Xz_wl1utXVEE_xlthppGSyeLMp6-Hg,['Rumble'],['Rumble']
2RQcS8gVCW5WHXuBWNLBXcBJpFAEMCu1liY3UaRc16ZazO3E3lBk2Ku4lw,"['Viego', 'Qiyana', 'Karthus']","['Karthus', 'Graves', 'Viego']"
2T5ZYPvUQRzqhhKVKUd8BnqUBrchZMafSma-3xFtiYcDKkbdKtiXd-DBVQ,"['Zoe', 'Zilean', 'Lulu', 'Lux']","['Zilean', 'Zoe']"
2TvvrBuUOa2YmZuIE90RuGbdAuaAczKMiGVWYtf1p0hRaCA,"['Aphelios', 'Ashe']","['Ashe', 'Jhin']"
2UXRU75QtTWvJvuSg7snlpwWckH5BT2gcXi_q3cbe7ks8Qg,"['Ashe', 'Alistar', 'Nautilus', 'Jhin']","['Jhin', 'Ashe']"
